train_number,coach_number,class,num_seats,price_per_km
06057,S1,SL,84,1.5
06057,S2,SL,84,1.5
06057,S3,SL,84,1.5
06057,S4,SL,84,1.5
06057,S5,SL,84,1.5
06057,S1,2S,84,1
06057,S2,2S,84,1
06058,A1,1A,48,6
06058,A2,1A,48,6
06058,A3,1A,48,6
06058,A4,1A,48,6
06058,B1,2A,56,4
06058,B2,2A,56,4
06058,C1,3A,56,2
06058,C2,3A,56,2
06058,C3,3A,56,2
06058,C4,3A,56,2
06058,C5,3A,56,2
06058,D1,3E,72,4
06058,D2,3E,72,4
06058,D3,3E,72,4
06058,E1,EC,72,5
06058,E2,EC,72,5
06058,F1,CC,72,3
06058,F2,CC,72,3
06058,F3,CC,72,3
06058,F4,CC,72,3
06058,F5,CC,72,3
06058,S1,SL,84,1.5
06058,S2,SL,84,1.5
06058,S3,SL,84,1.5
06058,S4,SL,84,1.5
06058,S5,SL,84,1.5
06058,S1,2S,84,1
06059,A1,1A,48,6
06059,A2,1A,48,6
06059,B1,2A,56,4
06059,B2,2A,56,4
06059,B3,2A,56,4
06059,B4,2A,56,4
06059,B5,2A,56,4
06059,C1,3A,56,2
06059,C2,3A,56,2
06059,C3,3A,56,2
06059,C4,3A,56,2
06059,D1,3E,72,4
06059,D2,3E,72,4
06059,E1,EC,72,5
06059,E2,EC,72,5
06059,E3,EC,72,5
06059,F1,CC,72,3
06059,F2,CC,72,3
06059,S1,SL,84,1.5
06059,S1,2S,84,1
06059,S2,2S,84,1
06059,S3,2S,84,1
06059,S4,2S,84,1
06059,S5,2S,84,1
06060,A1,1A,48,6
06060,A2,1A,48,6
06060,A3,1A,48,6
06060,A4,1A,48,6
06060,B1,2A,56,4
06060,B2,2A,56,4
06060,B3,2A,56,4
06060,B4,2A,56,4
06060,C1,3A,56,2
06060,C2,3A,56,2
06060,C3,3A,56,2
06060,D1,3E,72,4
06060,D2,3E,72,4
06060,E1,EC,72,5
06060,E2,EC,72,5
06060,E3,EC,72,5
06060,E4,EC,72,5
06060,F1,CC,72,3
06060,F2,CC,72,3
06060,F3,CC,72,3
06060,S1,SL,84,1.5
06060,S1,2S,84,1
06060,S2,2S,84,1
06060,S3,2S,84,1
06060,S4,2S,84,1
06060,S5,2S,84,1
06061,A1,1A,48,6
06061,A2,1A,48,6
06061,A3,1A,48,6
06061,B1,2A,56,4
06061,B2,2A,56,4
06061,B3,2A,56,4
06061,B4,2A,56,4
06061,B5,2A,56,4
06061,C1,3A,56,2
06061,C2,3A,56,2
06061,C3,3A,56,2
06061,C4,3A,56,2
06061,D1,3E,72,4
06061,E1,EC,72,5
06061,F1,CC,72,3
06061,F2,CC,72,3
06061,F3,CC,72,3
06061,F4,CC,72,3
06061,F5,CC,72,3
06061,S1,SL,84,1.5
06061,S2,SL,84,1.5
06061,S1,2S,84,1
06061,S2,2S,84,1
06062,A1,1A,48,6
06062,A2,1A,48,6
06062,A3,1A,48,6
06062,A4,1A,48,6
06062,B1,2A,56,4
06062,B2,2A,56,4
06062,B3,2A,56,4
06062,C1,3A,56,2
06062,D1,3E,72,4
06062,D2,3E,72,4
06062,D3,3E,72,4
06062,D4,3E,72,4
06062,D5,3E,72,4
06062,E1,EC,72,5
06062,E2,EC,72,5
06062,E3,EC,72,5
06062,E4,EC,72,5
06062,F1,CC,72,3
06062,F2,CC,72,3
06062,F3,CC,72,3
06062,S1,SL,84,1.5
06062,S1,2S,84,1
06062,S2,2S,84,1
06062,S3,2S,84,1
06063,A1,1A,48,6
06063,A2,1A,48,6
06063,A3,1A,48,6
06063,B1,2A,56,4
06063,B2,2A,56,4
06063,B3,2A,56,4
06063,B4,2A,56,4
06063,B5,2A,56,4
06063,C1,3A,56,2
06063,C2,3A,56,2
06063,C3,3A,56,2
06063,C4,3A,56,2
06063,D1,3E,72,4
06063,E1,EC,72,5
06063,E2,EC,72,5
06063,E3,EC,72,5
06063,E4,EC,72,5
06063,F1,CC,72,3
06063,S1,SL,84,1.5
06063,S2,SL,84,1.5
06063,S3,SL,84,1.5
06063,S4,SL,84,1.5
06063,S5,SL,84,1.5
06063,S1,2S,84,1
06063,S2,2S,84,1
06064,A1,1A,48,6
06064,A2,1A,48,6
06064,A3,1A,48,6
06064,A4,1A,48,6
06064,B1,2A,56,4
06064,B2,2A,56,4
06064,C1,3A,56,2
06064,C2,3A,56,2
06064,D1,3E,72,4
06064,D2,3E,72,4
06064,E1,EC,72,5
06064,E2,EC,72,5
06064,E3,EC,72,5
06064,F1,CC,72,3
06064,F2,CC,72,3
06064,F3,CC,72,3
06064,F4,CC,72,3
06064,S1,SL,84,1.5
06064,S2,SL,84,1.5
06064,S3,SL,84,1.5
06064,S4,SL,84,1.5
06064,S5,SL,84,1.5
06064,S1,2S,84,1
06064,S2,2S,84,1
06064,S3,2S,84,1
06065,A1,1A,48,6
06065,A2,1A,48,6
06065,A3,1A,48,6
06065,A4,1A,48,6
06065,B1,2A,56,4
06065,B2,2A,56,4
06065,B3,2A,56,4
06065,B4,2A,56,4
06065,B5,2A,56,4
06065,C1,3A,56,2
06065,C2,3A,56,2
06065,C3,3A,56,2
06065,C4,3A,56,2
06065,D1,3E,72,4
06065,D2,3E,72,4
06065,D3,3E,72,4
06065,E1,EC,72,5
06065,E2,EC,72,5
06065,E3,EC,72,5
06065,E4,EC,72,5
06065,F1,CC,72,3
06065,F2,CC,72,3
06065,F3,CC,72,3
06065,S1,SL,84,1.5
06065,S2,SL,84,1.5
06065,S3,SL,84,1.5
06065,S4,SL,84,1.5
06065,S5,SL,84,1.5
06065,S1,2S,84,1
06065,S2,2S,84,1
06066,A1,1A,48,6
06066,B1,2A,56,4
06066,B2,2A,56,4
06066,B3,2A,56,4
06066,C1,3A,56,2
06066,C2,3A,56,2
06066,C3,3A,56,2
06066,D1,3E,72,4
06066,D2,3E,72,4
06066,D3,3E,72,4
06066,D4,3E,72,4
06066,D5,3E,72,4
06066,E1,EC,72,5
06066,E2,EC,72,5
06066,E3,EC,72,5
06066,E4,EC,72,5
06066,F1,CC,72,3
06066,F2,CC,72,3
06066,S1,SL,84,1.5
06066,S1,2S,84,1
06067,A1,1A,48,6
06067,A2,1A,48,6
06067,A3,1A,48,6
06067,A4,1A,48,6
06067,B1,2A,56,4
06067,B2,2A,56,4
06067,B3,2A,56,4
06067,C1,3A,56,2
06067,C2,3A,56,2
06067,C3,3A,56,2
06067,C4,3A,56,2
06067,D1,3E,72,4
06067,D2,3E,72,4
06067,E1,EC,72,5
06067,E2,EC,72,5
06067,F1,CC,72,3
06067,S1,SL,84,1.5
06067,S2,SL,84,1.5
06067,S3,SL,84,1.5
06067,S4,SL,84,1.5
06067,S5,SL,84,1.5
06067,S1,2S,84,1
06067,S2,2S,84,1
06067,S3,2S,84,1
06067,S4,2S,84,1
06067,S5,2S,84,1
06068,A1,1A,48,6
06068,A2,1A,48,6
06068,B1,2A,56,4
06068,B2,2A,56,4
06068,C1,3A,56,2
06068,D1,3E,72,4
06068,D2,3E,72,4
06068,E1,EC,72,5
06068,E2,EC,72,5
06068,F1,CC,72,3
06068,F2,CC,72,3
06068,F3,CC,72,3
06068,S1,SL,84,1.5
06068,S2,SL,84,1.5
06068,S1,2S,84,1
06068,S2,2S,84,1
06068,S3,2S,84,1
06068,S4,2S,84,1
06068,S5,2S,84,1
06069,A1,1A,48,6
06069,A2,1A,48,6
06069,A3,1A,48,6
06069,A4,1A,48,6
06069,A5,1A,48,6
06069,B1,2A,56,4
06069,B2,2A,56,4
06069,B3,2A,56,4
06069,B4,2A,56,4
06069,C1,3A,56,2
06069,D1,3E,72,4
06069,D2,3E,72,4
06069,D3,3E,72,4
06069,E1,EC,72,5
06069,E2,EC,72,5
06069,E3,EC,72,5
06069,E4,EC,72,5
06069,E5,EC,72,5
06069,F1,CC,72,3
06069,F2,CC,72,3
06069,S1,SL,84,1.5
06069,S1,2S,84,1
06069,S2,2S,84,1
06069,S3,2S,84,1
06069,S4,2S,84,1
06069,S5,2S,84,1
06070,A1,1A,48,6
06070,A2,1A,48,6
06070,A3,1A,48,6
06070,A4,1A,48,6
06070,A5,1A,48,6
06070,B1,2A,56,4
06070,C1,3A,56,2
06070,C2,3A,56,2
06070,C3,3A,56,2
06070,D1,3E,72,4
06070,E1,EC,72,5
06070,E2,EC,72,5
06070,E3,EC,72,5
06070,F1,CC,72,3
06070,F2,CC,72,3
06070,F3,CC,72,3
06070,F4,CC,72,3
06070,F5,CC,72,3
06070,S1,SL,84,1.5
06070,S2,SL,84,1.5
06070,S1,2S,84,1
06070,S2,2S,84,1
06070,S3,2S,84,1
06070,S4,2S,84,1
06071,A1,1A,48,6
06071,A2,1A,48,6
06071,A3,1A,48,6
06071,B1,2A,56,4
06071,B2,2A,56,4
06071,B3,2A,56,4
06071,B4,2A,56,4
06071,B5,2A,56,4
06071,C1,3A,56,2
06071,C2,3A,56,2
06071,C3,3A,56,2
06071,C4,3A,56,2
06071,C5,3A,56,2
06071,D1,3E,72,4
06071,D2,3E,72,4
06071,E1,EC,72,5
06071,E2,EC,72,5
06071,E3,EC,72,5
06071,E4,EC,72,5
06071,F1,CC,72,3
06071,F2,CC,72,3
06071,F3,CC,72,3
06071,F4,CC,72,3
06071,S1,SL,84,1.5
06071,S1,2S,84,1
06071,S2,2S,84,1
06071,S3,2S,84,1
06071,S4,2S,84,1
06072,A1,1A,48,6
06072,A2,1A,48,6
06072,A3,1A,48,6
06072,A4,1A,48,6
06072,B1,2A,56,4
06072,B2,2A,56,4
06072,C1,3A,56,2
06072,C2,3A,56,2
06072,D1,3E,72,4
06072,D2,3E,72,4
06072,E1,EC,72,5
06072,E2,EC,72,5
06072,E3,EC,72,5
06072,E4,EC,72,5
06072,F1,CC,72,3
06072,F2,CC,72,3
06072,F3,CC,72,3
06072,S1,SL,84,1.5
06072,S2,SL,84,1.5
06072,S3,SL,84,1.5
06072,S4,SL,84,1.5
06072,S1,2S,84,1
06072,S2,2S,84,1
06072,S3,2S,84,1
06073,A1,1A,48,6
06073,A2,1A,48,6
06073,A3,1A,48,6
06073,A4,1A,48,6
06073,A5,1A,48,6
06073,B1,2A,56,4
06073,C1,3A,56,2
06073,C2,3A,56,2
06073,C3,3A,56,2
06073,C4,3A,56,2
06073,C5,3A,56,2
06073,D1,3E,72,4
06073,D2,3E,72,4
06073,D3,3E,72,4
06073,E1,EC,72,5
06073,E2,EC,72,5
06073,E3,EC,72,5
06073,E4,EC,72,5
06073,F1,CC,72,3
06073,S1,SL,84,1.5
06073,S2,SL,84,1.5
06073,S3,SL,84,1.5
06073,S4,SL,84,1.5
06073,S5,SL,84,1.5
06073,S1,2S,84,1
06073,S2,2S,84,1
06073,S3,2S,84,1
06073,S4,2S,84,1
06073,S5,2S,84,1
06074,A1,1A,48,6
06074,B1,2A,56,4
06074,B2,2A,56,4
06074,B3,2A,56,4
06074,B4,2A,56,4
06074,C1,3A,56,2
06074,D1,3E,72,4
06074,D2,3E,72,4
06074,D3,3E,72,4
06074,D4,3E,72,4
06074,E1,EC,72,5
06074,E2,EC,72,5
06074,E3,EC,72,5
06074,E4,EC,72,5
06074,F1,CC,72,3
06074,F2,CC,72,3
06074,S1,SL,84,1.5
06074,S2,SL,84,1.5
06074,S3,SL,84,1.5
06074,S1,2S,84,1
06074,S2,2S,84,1
06074,S3,2S,84,1
06074,S4,2S,84,1
06074,S5,2S,84,1
06075,A1,1A,48,6
06075,A2,1A,48,6
06075,A3,1A,48,6
06075,B1,2A,56,4
06075,B2,2A,56,4
06075,C1,3A,56,2
06075,C2,3A,56,2
06075,C3,3A,56,2
06075,D1,3E,72,4
06075,E1,EC,72,5
06075,F1,CC,72,3
06075,F2,CC,72,3
06075,F3,CC,72,3
06075,S1,SL,84,1.5
06075,S2,SL,84,1.5
06075,S3,SL,84,1.5
06075,S4,SL,84,1.5
06075,S5,SL,84,1.5
06075,S1,2S,84,1
06075,S2,2S,84,1
06075,S3,2S,84,1
06075,S4,2S,84,1
06075,S5,2S,84,1
06076,A1,1A,48,6
06076,A2,1A,48,6
06076,A3,1A,48,6
06076,A4,1A,48,6
06076,B1,2A,56,4
06076,B2,2A,56,4
06076,C1,3A,56,2
06076,C2,3A,56,2
06076,D1,3E,72,4
06076,D2,3E,72,4
06076,D3,3E,72,4
06076,E1,EC,72,5
06076,E2,EC,72,5
06076,E3,EC,72,5
06076,F1,CC,72,3
06076,F2,CC,72,3
06076,F3,CC,72,3
06076,F4,CC,72,3
06076,F5,CC,72,3
06076,S1,SL,84,1.5
06076,S1,2S,84,1
06076,S2,2S,84,1
06077,A1,1A,48,6
06077,A2,1A,48,6
06077,A3,1A,48,6
06077,B1,2A,56,4
06077,B2,2A,56,4
06077,C1,3A,56,2
06077,C2,3A,56,2
06077,C3,3A,56,2
06077,D1,3E,72,4
06077,D2,3E,72,4
06077,D3,3E,72,4
06077,E1,EC,72,5
06077,E2,EC,72,5
06077,F1,CC,72,3
06077,F2,CC,72,3
06077,F3,CC,72,3
06077,F4,CC,72,3
06077,S1,SL,84,1.5
06077,S2,SL,84,1.5
06077,S1,2S,84,1
06077,S2,2S,84,1
06077,S3,2S,84,1
06077,S4,2S,84,1
06078,A1,1A,48,6
06078,A2,1A,48,6
06078,B1,2A,56,4
06078,B2,2A,56,4
06078,C1,3A,56,2
06078,C2,3A,56,2
06078,C3,3A,56,2
06078,D1,3E,72,4
06078,D2,3E,72,4
06078,E1,EC,72,5
06078,E2,EC,72,5
06078,E3,EC,72,5
06078,F1,CC,72,3
06078,F2,CC,72,3
06078,F3,CC,72,3
06078,F4,CC,72,3
06078,F5,CC,72,3
06078,S1,SL,84,1.5
06078,S2,SL,84,1.5
06078,S1,2S,84,1
06078,S2,2S,84,1
06078,S3,2S,84,1
06078,S4,2S,84,1
06079,A1,1A,48,6
06079,A2,1A,48,6
06079,A3,1A,48,6
06079,B1,2A,56,4
06079,B2,2A,56,4
06079,B3,2A,56,4
06079,B4,2A,56,4
06079,B5,2A,56,4
06079,C1,3A,56,2
06079,C2,3A,56,2
06079,C3,3A,56,2
06079,C4,3A,56,2
06079,C5,3A,56,2
06079,D1,3E,72,4
06079,D2,3E,72,4
06079,D3,3E,72,4
06079,D4,3E,72,4
06079,E1,EC,72,5
06079,E2,EC,72,5
06079,E3,EC,72,5
06079,E4,EC,72,5
06079,E5,EC,72,5
06079,F1,CC,72,3
06079,F2,CC,72,3
06079,F3,CC,72,3
06079,S1,SL,84,1.5
06079,S2,SL,84,1.5
06079,S1,2S,84,1
06079,S2,2S,84,1
06079,S3,2S,84,1
06079,S4,2S,84,1
06080,A1,1A,48,6
06080,A2,1A,48,6
06080,A3,1A,48,6
06080,B1,2A,56,4
06080,B2,2A,56,4
06080,C1,3A,56,2
06080,C2,3A,56,2
06080,C3,3A,56,2
06080,C4,3A,56,2
06080,D1,3E,72,4
06080,E1,EC,72,5
06080,E2,EC,72,5
06080,E3,EC,72,5
06080,E4,EC,72,5
06080,F1,CC,72,3
06080,F2,CC,72,3
06080,F3,CC,72,3
06080,S1,SL,84,1.5
06080,S2,SL,84,1.5
06080,S3,SL,84,1.5
06080,S4,SL,84,1.5
06080,S5,SL,84,1.5
06080,S1,2S,84,1
06080,S2,2S,84,1
06080,S3,2S,84,1
06080,S4,2S,84,1
06080,S5,2S,84,1
06082,A1,1A,48,6
06082,B1,2A,56,4
06082,B2,2A,56,4
06082,B3,2A,56,4
06082,B4,2A,56,4
06082,B5,2A,56,4
06082,C1,3A,56,2
06082,C2,3A,56,2
06082,D1,3E,72,4
06082,E1,EC,72,5
06082,E2,EC,72,5
06082,E3,EC,72,5
06082,F1,CC,72,3
06082,F2,CC,72,3
06082,F3,CC,72,3
06082,S1,SL,84,1.5
06082,S1,2S,84,1
06082,S2,2S,84,1
06082,S3,2S,84,1
06083,A1,1A,48,6
06083,A2,1A,48,6
06083,A3,1A,48,6
06083,A4,1A,48,6
06083,B1,2A,56,4
06083,B2,2A,56,4
06083,B3,2A,56,4
06083,B4,2A,56,4
06083,C1,3A,56,2
06083,C2,3A,56,2
06083,C3,3A,56,2
06083,C4,3A,56,2
06083,D1,3E,72,4
06083,D2,3E,72,4
06083,E1,EC,72,5
06083,E2,EC,72,5
06083,F1,CC,72,3
06083,S1,SL,84,1.5
06083,S2,SL,84,1.5
06083,S3,SL,84,1.5
06083,S4,SL,84,1.5
06083,S1,2S,84,1
06083,S2,2S,84,1
06084,A1,1A,48,6
06084,A2,1A,48,6
06084,A3,1A,48,6
06084,A4,1A,48,6
06084,B1,2A,56,4
06084,C1,3A,56,2
06084,C2,3A,56,2
06084,C3,3A,56,2
06084,C4,3A,56,2
06084,D1,3E,72,4
06084,D2,3E,72,4
06084,D3,3E,72,4
06084,D4,3E,72,4
06084,D5,3E,72,4
06084,E1,EC,72,5
06084,E2,EC,72,5
06084,F1,CC,72,3
06084,S1,SL,84,1.5
06084,S2,SL,84,1.5
06084,S3,SL,84,1.5
06084,S4,SL,84,1.5
06084,S1,2S,84,1
06084,S2,2S,84,1
06084,S3,2S,84,1
06084,S4,2S,84,1
06084,S5,2S,84,1
06085,A1,1A,48,6
06085,A2,1A,48,6
06085,B1,2A,56,4
06085,B2,2A,56,4
06085,B3,2A,56,4
06085,B4,2A,56,4
06085,B5,2A,56,4
06085,C1,3A,56,2
06085,C2,3A,56,2
06085,D1,3E,72,4
06085,E1,EC,72,5
06085,E2,EC,72,5
06085,E3,EC,72,5
06085,E4,EC,72,5
06085,E5,EC,72,5
06085,F1,CC,72,3
06085,S1,SL,84,1.5
06085,S2,SL,84,1.5
06085,S3,SL,84,1.5
06085,S1,2S,84,1
06086,A1,1A,48,6
06086,A2,1A,48,6
06086,B1,2A,56,4
06086,C1,3A,56,2
06086,D1,3E,72,4
06086,E1,EC,72,5
06086,F1,CC,72,3
06086,S1,SL,84,1.5
06086,S2,SL,84,1.5
06086,S1,2S,84,1
06087,A1,1A,48,6
06087,A2,1A,48,6
06087,A3,1A,48,6
06087,A4,1A,48,6
06087,A5,1A,48,6
06087,B1,2A,56,4
06087,C1,3A,56,2
06087,C2,3A,56,2
06087,D1,3E,72,4
06087,D2,3E,72,4
06087,D3,3E,72,4
06087,D4,3E,72,4
06087,D5,3E,72,4
06087,E1,EC,72,5
06087,E2,EC,72,5
06087,E3,EC,72,5
06087,F1,CC,72,3
06087,F2,CC,72,3
06087,S1,SL,84,1.5
06087,S2,SL,84,1.5
06087,S3,SL,84,1.5
06087,S4,SL,84,1.5
06087,S5,SL,84,1.5
06087,S1,2S,84,1
06087,S2,2S,84,1
06087,S3,2S,84,1
06087,S4,2S,84,1
06087,S5,2S,84,1
06088,A1,1A,48,6
06088,A2,1A,48,6
06088,B1,2A,56,4
06088,B2,2A,56,4
06088,C1,3A,56,2
06088,C2,3A,56,2
06088,D1,3E,72,4
06088,D2,3E,72,4
06088,D3,3E,72,4
06088,D4,3E,72,4
06088,D5,3E,72,4
06088,E1,EC,72,5
06088,E2,EC,72,5
06088,E3,EC,72,5
06088,E4,EC,72,5
06088,F1,CC,72,3
06088,F2,CC,72,3
06088,S1,SL,84,1.5
06088,S2,SL,84,1.5
06088,S3,SL,84,1.5
06088,S4,SL,84,1.5
06088,S5,SL,84,1.5
06088,S1,2S,84,1
06088,S2,2S,84,1
06088,S3,2S,84,1
06088,S4,2S,84,1
06088,S5,2S,84,1
06089,A1,1A,48,6
06089,A2,1A,48,6
06089,A3,1A,48,6
06089,A4,1A,48,6
06089,B1,2A,56,4
06089,B2,2A,56,4
06089,B3,2A,56,4
06089,C1,3A,56,2
06089,D1,3E,72,4
06089,D2,3E,72,4
06089,D3,3E,72,4
06089,D4,3E,72,4
06089,E1,EC,72,5
06089,E2,EC,72,5
06089,F1,CC,72,3
06089,S1,SL,84,1.5
06089,S2,SL,84,1.5
06089,S3,SL,84,1.5
06089,S1,2S,84,1
06090,A1,1A,48,6
06090,A2,1A,48,6
06090,A3,1A,48,6
06090,A4,1A,48,6
06090,A5,1A,48,6
06090,B1,2A,56,4
06090,C1,3A,56,2
06090,C2,3A,56,2
06090,C3,3A,56,2
06090,D1,3E,72,4
06090,D2,3E,72,4
06090,D3,3E,72,4
06090,D4,3E,72,4
06090,E1,EC,72,5
06090,E2,EC,72,5
06090,E3,EC,72,5
06090,F1,CC,72,3
06090,F2,CC,72,3
06090,F3,CC,72,3
06090,F4,CC,72,3
06090,F5,CC,72,3
06090,S1,SL,84,1.5
06090,S2,SL,84,1.5
06090,S1,2S,84,1
06090,S2,2S,84,1
06090,S3,2S,84,1
06091,A1,1A,48,6
06091,A2,1A,48,6
06091,A3,1A,48,6
06091,A4,1A,48,6
06091,A5,1A,48,6
06091,B1,2A,56,4
06091,B2,2A,56,4
06091,B3,2A,56,4
06091,B4,2A,56,4
06091,C1,3A,56,2
06091,C2,3A,56,2
06091,D1,3E,72,4
06091,D2,3E,72,4
06091,D3,3E,72,4
06091,D4,3E,72,4
06091,D5,3E,72,4
06091,E1,EC,72,5
06091,E2,EC,72,5
06091,E3,EC,72,5
06091,E4,EC,72,5
06091,F1,CC,72,3
06091,F2,CC,72,3
06091,S1,SL,84,1.5
06091,S1,2S,84,1
06091,S2,2S,84,1
06091,S3,2S,84,1
06092,A1,1A,48,6
06092,A2,1A,48,6
06092,A3,1A,48,6
06092,A4,1A,48,6
06092,A5,1A,48,6
06092,B1,2A,56,4
06092,C1,3A,56,2
06092,C2,3A,56,2
06092,C3,3A,56,2
06092,D1,3E,72,4
06092,D2,3E,72,4
06092,D3,3E,72,4
06092,E1,EC,72,5
06092,F1,CC,72,3
06092,F2,CC,72,3
06092,F3,CC,72,3
06092,S1,SL,84,1.5
06092,S1,2S,84,1
06092,S2,2S,84,1
06092,S3,2S,84,1
06092,S4,2S,84,1
06093,A1,1A,48,6
06093,A2,1A,48,6
06093,A3,1A,48,6
06093,A4,1A,48,6
06093,B1,2A,56,4
06093,C1,3A,56,2
06093,C2,3A,56,2
06093,D1,3E,72,4
06093,D2,3E,72,4
06093,D3,3E,72,4
06093,D4,3E,72,4
06093,E1,EC,72,5
06093,F1,CC,72,3
06093,S1,SL,84,1.5
06093,S1,2S,84,1
06094,A1,1A,48,6
06094,B1,2A,56,4
06094,B2,2A,56,4
06094,B3,2A,56,4
06094,B4,2A,56,4
06094,C1,3A,56,2
06094,C2,3A,56,2
06094,C3,3A,56,2
06094,C4,3A,56,2
06094,D1,3E,72,4
06094,D2,3E,72,4
06094,E1,EC,72,5
06094,E2,EC,72,5
06094,F1,CC,72,3
06094,S1,SL,84,1.5
06094,S2,SL,84,1.5
06094,S3,SL,84,1.5
06094,S4,SL,84,1.5
06094,S1,2S,84,1
06094,S2,2S,84,1
06095,A1,1A,48,6
06095,A2,1A,48,6
06095,A3,1A,48,6
06095,A4,1A,48,6
06095,B1,2A,56,4
06095,B2,2A,56,4
06095,C1,3A,56,2
06095,C2,3A,56,2
06095,C3,3A,56,2
06095,D1,3E,72,4
06095,E1,EC,72,5
06095,F1,CC,72,3
06095,F2,CC,72,3
06095,F3,CC,72,3
06095,F4,CC,72,3
06095,S1,SL,84,1.5
06095,S2,SL,84,1.5
06095,S3,SL,84,1.5
06095,S4,SL,84,1.5
06095,S5,SL,84,1.5
06095,S1,2S,84,1
06095,S2,2S,84,1
06095,S3,2S,84,1
06096,A1,1A,48,6
06096,A2,1A,48,6
06096,A3,1A,48,6
06096,B1,2A,56,4
06096,B2,2A,56,4
06096,B3,2A,56,4
06096,B4,2A,56,4
06096,B5,2A,56,4
06096,C1,3A,56,2
06096,C2,3A,56,2
06096,D1,3E,72,4
06096,E1,EC,72,5
06096,E2,EC,72,5
06096,F1,CC,72,3
06096,F2,CC,72,3
06096,F3,CC,72,3
06096,F4,CC,72,3
06096,S1,SL,84,1.5
06096,S1,2S,84,1
06096,S2,2S,84,1
06096,S3,2S,84,1
06096,S4,2S,84,1
06096,S5,2S,84,1
06097,A1,1A,48,6
06097,B1,2A,56,4
06097,C1,3A,56,2
06097,C2,3A,56,2
06097,D1,3E,72,4
06097,D2,3E,72,4
06097,E1,EC,72,5
06097,E2,EC,72,5
06097,E3,EC,72,5
06097,E4,EC,72,5
06097,E5,EC,72,5
06097,F1,CC,72,3
06097,F2,CC,72,3
06097,F3,CC,72,3
06097,F4,CC,72,3
06097,S1,SL,84,1.5
06097,S2,SL,84,1.5
06097,S1,2S,84,1
06097,S2,2S,84,1
06097,S3,2S,84,1
06098,A1,1A,48,6
06098,A2,1A,48,6
06098,A3,1A,48,6
06098,A4,1A,48,6
06098,B1,2A,56,4
06098,B2,2A,56,4
06098,B3,2A,56,4
06098,C1,3A,56,2
06098,C2,3A,56,2
06098,C3,3A,56,2
06098,C4,3A,56,2
06098,D1,3E,72,4
06098,D2,3E,72,4
06098,D3,3E,72,4
06098,E1,EC,72,5
06098,E2,EC,72,5
06098,E3,EC,72,5
06098,E4,EC,72,5
06098,F1,CC,72,3
06098,F2,CC,72,3
06098,S1,SL,84,1.5
06098,S2,SL,84,1.5
06098,S3,SL,84,1.5
06098,S4,SL,84,1.5
06098,S5,SL,84,1.5
06098,S1,2S,84,1
06098,S2,2S,84,1
06098,S3,2S,84,1
06098,S4,2S,84,1
06098,S5,2S,84,1
06101,A1,1A,48,6
06101,A2,1A,48,6
06101,A3,1A,48,6
06101,A4,1A,48,6
06101,A5,1A,48,6
06101,B1,2A,56,4
06101,B2,2A,56,4
06101,C1,3A,56,2
06101,C2,3A,56,2
06101,C3,3A,56,2
06101,D1,3E,72,4
06101,E1,EC,72,5
06101,E2,EC,72,5
06101,E3,EC,72,5
06101,F1,CC,72,3
06101,F2,CC,72,3
06101,F3,CC,72,3
06101,F4,CC,72,3
06101,F5,CC,72,3
06101,S1,SL,84,1.5
06101,S2,SL,84,1.5
06101,S3,SL,84,1.5
06101,S1,2S,84,1
06102,A1,1A,48,6
06102,B1,2A,56,4
06102,B2,2A,56,4
06102,B3,2A,56,4
06102,B4,2A,56,4
06102,C1,3A,56,2
06102,C2,3A,56,2
06102,C3,3A,56,2
06102,C4,3A,56,2
06102,D1,3E,72,4
06102,D2,3E,72,4
06102,E1,EC,72,5
06102,E2,EC,72,5
06102,E3,EC,72,5
06102,E4,EC,72,5
06102,F1,CC,72,3
06102,F2,CC,72,3
06102,S1,SL,84,1.5
06102,S2,SL,84,1.5
06102,S3,SL,84,1.5
06102,S4,SL,84,1.5
06102,S5,SL,84,1.5
06102,S1,2S,84,1
06103,A1,1A,48,6
06103,A2,1A,48,6
06103,A3,1A,48,6
06103,A4,1A,48,6
06103,A5,1A,48,6
06103,B1,2A,56,4
06103,C1,3A,56,2
06103,C2,3A,56,2
06103,C3,3A,56,2
06103,C4,3A,56,2
06103,D1,3E,72,4
06103,D2,3E,72,4
06103,D3,3E,72,4
06103,D4,3E,72,4
06103,E1,EC,72,5
06103,E2,EC,72,5
06103,F1,CC,72,3
06103,S1,SL,84,1.5
06103,S2,SL,84,1.5
06103,S3,SL,84,1.5
06103,S4,SL,84,1.5
06103,S1,2S,84,1
06103,S2,2S,84,1
06103,S3,2S,84,1
06103,S4,2S,84,1
06103,S5,2S,84,1
06104,A1,1A,48,6
06104,A2,1A,48,6
06104,A3,1A,48,6
06104,A4,1A,48,6
06104,A5,1A,48,6
06104,B1,2A,56,4
06104,C1,3A,56,2
06104,C2,3A,56,2
06104,C3,3A,56,2
06104,C4,3A,56,2
06104,C5,3A,56,2
06104,D1,3E,72,4
06104,E1,EC,72,5
06104,E2,EC,72,5
06104,F1,CC,72,3
06104,S1,SL,84,1.5
06104,S2,SL,84,1.5
06104,S1,2S,84,1
06104,S2,2S,84,1
06104,S3,2S,84,1
06105,A1,1A,48,6
06105,A2,1A,48,6
06105,A3,1A,48,6
06105,B1,2A,56,4
06105,B2,2A,56,4
06105,B3,2A,56,4
