train_number,station_code,arrival_time,departure_time,distance_covered
11471,NU,03:10:00,03:12:00,471
11471,MML,05:12:00,05:14:00,551
11471,JBP,05:40:00,00:00:00,555
11472,JBP,00:00:00,23:00:00,0
11472,MML,23:06:00,23:08:00,4
11472,NU,00:13:00,00:15:00,85
11472,GAR,00:45:00,00:47:00,129
11472,PPI,01:23:00,01:25:00,178
11472,ET,03:20:00,03:35:00,246
11472,HBD,03:51:00,03:53:00,263
11472,ODG,04:38:00,04:40:00,301
11472,HBJ,05:05:00,05:07:00,331
11472,BPL,05:40:00,05:50:00,337
11472,BIH,06:10:00,06:12:00,347
11472,SEH,06:34:00,06:36:00,376
11472,KPP,06:57:00,06:59:00,405
11472,SJP,07:10:00,07:12:00,418
11472,AKD,07:22:00,07:24:00,431
11472,BCH,07:43:00,07:45:00,461
11472,MKC,08:38:00,08:40:00,480
11472,DWX,09:35:00,09:37:00,516
11472,INDB,10:45:00,00:00:00,555
11651,JBP,00:00:00,15:15:00,0
11651,SHR,15:44:00,15:46:00,39
11651,KTES,16:32:00,16:37:00,90
11651,NKJ,16:48:00,16:50:00,95
11651,KHBJ,17:53:00,17:55:00,142
11651,MFQ,18:04:00,18:06:00,154
11651,VST,18:24:00,18:26:00,173
11651,BEHR,18:55:00,18:57:00,203
11651,MWJ,19:38:00,19:40:00,250
11651,NWB,19:58:00,20:00:00,267
11651,SGAM,20:29:00,20:31:00,295
11651,BRGW,21:10:00,21:12:00,332
11651,SGRL,22:10:00,00:00:00,352
11652,SGRL,00:00:00,04:55:00,0
11652,BRGW,05:21:00,05:22:00,20
11652,SGAM,05:59:00,06:00:00,57
11652,NWB,06:26:00,06:27:00,86
11652,MWJ,06:45:00,06:46:00,103
11652,BEHR,07:27:00,07:29:00,149
11652,VST,08:00:00,08:01:00,179
11652,MFQ,08:18:00,08:19:00,199
11652,KHBJ,08:29:00,08:31:00,210
11652,NKJ,09:29:00,09:30:00,257
11652,KTES,09:59:00,10:00:00,263
11652,SHR,10:44:00,10:45:00,314
11652,JBP,11:40:00,00:00:00,352
11701,JBP,00:00:00,05:00:00,0
11701,SHR,05:30:00,05:32:00,39
11701,KTE,06:20:00,06:30:00,91
11701,DMO,08:08:00,08:10:00,202
11701,SGO,09:10:00,09:15:00,280
11701,MAKR,11:03:00,11:05:00,350
11701,MNV,11:33:00,11:35:00,380
11701,ASKN,12:43:00,12:45:00,426
11701,GUNA,13:40:00,13:50:00,470
11701,RTA,14:25:00,14:27:00,491
11701,BRRG,15:30:00,15:32:00,567
11701,SFW,17:03:00,17:05:00,629
11701,SFY,17:38:00,17:40:00,656
11701,MKC,18:58:00,19:00:00,684
11701,DWX,20:40:00,20:45:00,720
11701,INDB,21:30:00,00:00:00,759
11702,INDB,00:00:00,04:00:00,0
11702,DWX,04:46:00,04:48:00,39
11702,MKC,06:01:00,06:03:00,75
11702,SFY,06:27:00,06:29:00,103
11702,SFW,06:52:00,06:54:00,131
11702,BRRG,07:38:00,07:40:00,192
11702,RTA,08:45:00,08:50:00,269
11702,GUNA,09:50:00,10:00:00,289
11702,ASKN,10:35:00,10:37:00,334
11702,MNV,11:34:00,11:36:00,379
11702,MAKR,13:11:00,13:13:00,409
11702,SGO,14:10:00,14:15:00,480
11702,DMO,15:18:00,15:20:00,557
11702,KTE,17:50:00,18:00:00,668
11702,SHR,18:48:00,18:50:00,721
11702,JBP,20:25:00,00:00:00,759
11703,REWA,00:00:00,05:00:00,0
11703,STA,05:55:00,06:05:00,50
11703,UHR,06:13:00,06:15:00,71
11703,MYR,06:28:00,06:30:00,85
11703,JKE,07:03:00,07:05:00,131
11703,KTE,07:30:00,07:40:00,148
11703,DMO,09:23:00,09:25:00,259
11703,SGO,10:25:00,10:30:00,336
11703,BINA,12:30:00,12:35:00,411
11703,BHS,13:32:00,13:34:00,496
11703,BIH,15:13:00,15:15:00,559
11703,SEH,15:43:00,15:44:00,588
11703,SJP,16:16:00,16:18:00,629
11703,BCH,16:50:00,16:51:00,672
11703,UJN,18:05:00,18:25:00,733
11703,DWX,19:08:00,19:10:00,773
11703,INDB,20:30:00,00:00:00,812
11704,INDB,00:00:00,04:00:00,0
11704,DWX,04:46:00,04:48:00,39
11704,UJN,06:15:00,06:35:00,80
11704,BCH,07:26:00,07:28:00,140
11704,SJP,08:06:00,08:08:00,183
11704,SEH,08:51:00,08:53:00,224
11704,BIH,10:05:00,10:07:00,253
11704,BHS,11:20:00,11:22:00,316
11704,BINA,12:50:00,12:55:00,402
11704,SGO,14:10:00,14:15:00,476
11704,DMO,15:18:00,15:20:00,553
11704,KTE,17:50:00,18:00:00,664
11704,JKE,18:20:00,18:22:00,681
11704,MYR,19:28:00,19:30:00,727
11704,UHR,20:08:00,20:10:00,741
11704,STA,20:30:00,20:40:00,763
11704,REWA,22:20:00,00:00:00,812
12001,HBJ,00:00:00,15:00:00,0
12001,BPL,15:12:00,15:15:00,7
12001,LAR,17:34:00,17:35:00,208
12001,JHS,18:36:00,18:44:00,297
12001,GWL,19:43:00,19:48:00,395
12001,MRA,20:10:00,20:11:00,433
12001,DHO,20:29:00,20:30:00,461
12001,AGC,21:10:00,21:15:00,513
12001,MTJ,21:49:00,21:50:00,567
12001,NZM,22:25:00,22:27:00,700
12001,NDLS,23:30:00,00:00:00,707
12002,NDLS,00:00:00,06:00:00,0
12002,MTJ,07:23:00,07:24:00,141
12002,AGC,08:06:00,08:11:00,195
12002,DHO,08:40:00,08:42:00,247
12002,MRA,09:00:00,09:02:00,275
12002,GWL,09:23:00,09:28:00,313
12002,JHS,10:45:00,10:53:00,410
12002,LAR,11:41:00,11:43:00,500
12002,BPL,14:00:00,14:05:00,701
12002,HBJ,14:25:00,00:00:00,707
12003,LJN,00:00:00,15:35:00,0
12003,CNB,16:50:00,16:55:00,74
12003,ETW,18:08:00,18:10:00,212
12003,TDL,19:18:00,19:20:00,304
12003,ALJN,20:06:00,20:08:00,382
12003,GZB,21:33:00,21:35:00,488
12003,NDLS,22:15:00,00:00:00,511
12004,NDLS,00:00:00,06:10:00,0
12004,GZB,06:40:00,06:42:00,24
12004,ALJN,07:50:00,07:52:00,129
12004,TDL,08:49:00,08:51:00,207
12004,ETW,09:42:00,09:44:00,299
12004,CNB,11:20:00,11:25:00,437
12004,LJN,12:40:00,00:00:00,511
12005,NDLS,00:00:00,17:15:00,0
12005,KKDE,19:15:00,19:17:00,157
12005,UMB,19:55:00,19:58:00,199
12005,CDG,20:40:00,20:48:00,266
12005,KLK,21:20:00,00:00:00,303
12006,KLK,00:00:00,06:15:00,0
12006,CDG,06:45:00,06:53:00,38
12006,UMB,07:33:00,07:38:00,105
12006,KKDE,08:10:00,08:12:00,147
12006,NDLS,10:25:00,00:00:00,303
12007,MAS,00:00:00,06:00:00,0
12007,SBC,10:50:00,11:00:00,362
12007,MYS,13:00:00,00:00:00,500
12008,MYS,00:00:00,14:15:00,0
12008,SBC,16:15:00,16:25:00,139
12008,MAS,21:25:00,00:00:00,500
12009,BCT,00:00:00,06:25:00,0
12009,BVI,06:57:00,06:59:00,30
12009,VAPI,08:28:00,08:30:00,170
12009,ST,09:40:00,09:45:00,263
12009,BH,10:24:00,10:26:00,322
12009,BRC,11:15:00,11:20:00,392
12009,ANND,11:50:00,11:52:00,427
12009,ND,12:07:00,12:09:00,446
12009,ADI,13:10:00,00:00:00,491
12010,ADI,00:00:00,14:30:00,0
12010,ND,15:08:00,15:10:00,46
12010,ANND,15:28:00,15:30:00,64
12010,BRC,16:12:00,16:17:00,100
12010,BH,17:01:00,17:03:00,170
12010,ST,17:55:00,18:02:00,229
12010,VAPI,19:00:00,19:02:00,322
12010,BVI,20:43:00,20:45:00,462
12010,BCT,21:35:00,00:00:00,491
12011,NDLS,00:00:00,07:40:00,0
12011,PNP,08:54:00,08:56:00,90
12011,KKDE,09:41:00,09:43:00,157
12011,UMB,10:28:00,10:30:00,199
12011,CDG,11:05:00,11:13:00,266
12011,KLK,11:45:00,00:00:00,303
12012,KLK,00:00:00,17:45:00,0
12012,CDG,18:15:00,18:23:00,38
12012,UMB,19:03:00,19:05:00,105
12012,KKDE,19:38:00,19:40:00,147
12012,PNP,20:30:00,20:32:00,214
12012,NDLS,21:55:00,00:00:00,303
12013,NDLS,00:00:00,16:30:00,0
12013,UMB,19:05:00,19:07:00,199
12013,SIR,19:46:00,19:48:00,252
12013,LDH,20:37:00,20:40:00,312
12013,PGW,21:10:00,21:12:00,348
12013,JUC,21:32:00,21:34:00,369
12013,BEAS,22:05:00,22:07:00,406
12013,ASR,22:45:00,00:00:00,448
12014,ASR,00:00:00,05:00:00,0
12014,BEAS,05:28:00,05:30:00,43
12014,JUC,06:00:00,06:03:00,79
12014,PGW,06:21:00,06:23:00,100
12014,LDH,06:52:00,06:57:00,136
12014,SIR,07:48:00,07:50:00,196
12014,UMB,08:36:00,08:38:00,250
12014,NDLS,11:15:00,00:00:00,448
12015,NDLS,00:00:00,06:05:00,0
12015,DEC,06:36:00,06:38:00,16
12015,GGN,06:54:00,06:56:00,32
12015,RE,07:45:00,07:47:00,84
12015,AWR,08:40:00,08:42:00,158
12015,JP,10:35:00,10:40:00,309
12015,KSG,12:01:00,12:03:00,414
12015,AII,12:45:00,00:00:00,443
12016,AII,00:00:00,15:45:00,0
12016,KSG,16:11:00,16:13:00,29
12016,JP,17:45:00,17:50:00,135
12016,AWR,19:36:00,19:38:00,286
12016,RE,21:00:00,21:02:00,360
12016,GGN,21:38:00,21:40:00,411
12016,DEC,21:58:00,22:00:00,428
12016,NDLS,22:40:00,00:00:00,443
12017,NDLS,00:00:00,06:45:00,0
12017,ANVR,07:00:00,07:01:00,14
12017,GZB,07:25:00,07:27:00,26
12017,MTC,08:06:00,08:08:00,73
12017,MOZ,08:49:00,08:51:00,129
12017,SRE,09:50:00,10:10:00,187
12017,RK,10:38:00,10:40:00,222
12017,HW,11:22:00,11:27:00,263
12017,DDN,12:40:00,00:00:00,315
12018,DDN,00:00:00,17:00:00,0
12018,HW,18:10:00,18:15:00,52
12018,RK,18:49:00,18:51:00,93
12018,SRE,19:30:00,19:50:00,128
12018,MOZ,20:29:00,20:31:00,186
12018,MTC,21:13:00,21:15:00,242
12018,GZB,22:03:00,22:05:00,289
12018,ANVR,22:10:00,22:11:00,302
12018,NDLS,22:45:00,00:00:00,315
12019,HWH,00:00:00,06:05:00,0
12019,DGR,07:48:00,07:50:00,158
12019,RNG,08:05:00,08:06:00,182
12019,ASN,08:22:00,08:24:00,200
12019,DHN,09:21:00,09:26:00,259
12019,CRP,10:28:00,10:30:00,293
12019,BKSC,10:57:00,11:02:00,308
12019,MURI,11:50:00,11:52:00,361
12019,GATD,12:00:00,12:01:00,390
12019,RNC,13:10:00,00:00:00,426
12020,RNC,00:00:00,13:45:00,0
12020,GATD,14:11:00,14:12:00,36
12020,MURI,14:53:00,14:55:00,66
12020,BKSC,16:00:00,16:05:00,118
12020,CRP,16:35:00,16:37:00,133
12020,DHN,17:31:00,17:36:00,167
12020,ASN,18:24:00,18:26:00,226
12020,RNG,18:39:00,18:40:00,244
12020,DGR,18:58:00,19:00:00,268
12020,HWH,21:10:00,00:00:00,426
12021,HWH,00:00:00,06:25:00,0
12021,KGP,08:03:00,08:05:00,116
12021,GTS,09:26:00,09:27:00,214
12021,TATA,09:50:00,10:00:00,250
12021,SINI,10:26:00,10:27:00,277
12021,CBSA,10:56:00,10:57:00,312
12021,DPS,11:42:00,11:43:00,367
12021,NOMD,12:02:00,12:03:00,375
12021,BJMD,12:21:00,12:22:00,389
12021,BBN,13:05:00,00:00:00,398
12022,BBN,00:00:00,13:45:00,0
12022,BJMD,14:02:00,14:03:00,10
12022,NOMD,14:27:00,14:28:00,24
12022,DPS,14:44:00,14:45:00,32
12022,CBSA,15:38:00,15:39:00,86
12022,SINI,16:16:00,16:17:00,122
12022,TATA,17:00:00,17:10:00,149
12022,KGP,18:53:00,18:55:00,283
12022,SRC,20:17:00,20:18:00,391
12022,HWH,20:50:00,00:00:00,398
12023,HWH,00:00:00,14:05:00,0
12023,DGR,15:58:00,16:00:00,158
12023,ASN,16:33:00,16:42:00,200
12023,CRJ,17:06:00,17:07:00,225
12023,JMT,17:20:00,17:21:00,240
12023,MDP,17:53:00,17:55:00,282
12023,JSME,18:19:00,18:22:00,311
12023,JAJ,19:08:00,19:13:00,355
12023,JMU,19:32:00,19:33:00,381
12023,LKR,20:00:00,20:01:00,410
12023,HTZ,20:21:00,20:22:00,435
12023,MKA,20:33:00,20:35:00,443
12023,PNC,21:44:00,21:45:00,522
12023,PNBE,22:15:00,00:00:00,532
12024,PNBE,00:00:00,05:45:00,0
12024,PNC,06:00:00,06:01:00,10
12024,MKA,06:50:00,06:52:00,90
12024,HTZ,06:59:00,07:00:00,97
12024,LKR,07:19:00,07:20:00,123
12024,JMU,07:46:00,07:47:00,152
12024,JAJ,08:21:00,08:26:00,178
12024,JSME,08:56:00,08:59:00,222
12024,MDP,09:22:00,09:24:00,251
12024,JMT,09:52:00,09:53:00,293
12024,CRJ,10:08:00,10:09:00,307
12024,ASN,10:43:00,10:47:00,332
12024,DGR,11:17:00,11:19:00,374
12024,HWH,13:25:00,00:00:00,532
12025,PUNE,00:00:00,05:50:00,0
12025,SUR,09:10:00,09:13:00,264
12025,GR,10:40:00,10:42:00,377
12025,WADI,11:30:00,11:35:00,414
12025,TDU,12:08:00,12:10:00,484
12025,VKB,12:49:00,12:50:00,525
12025,BMT,13:44:00,13:45:00,593
12025,SC,14:20:00,00:00:00,597
12026,SC,00:00:00,14:45:00,0
12026,BMT,14:54:00,14:55:00,5
12026,LPI,15:14:00,15:15:00,23
12026,VKB,15:40:00,15:41:00,72
12026,TDU,16:10:00,16:11:00,113
12026,WADI,17:19:00,17:22:00,184
12026,GR,17:53:00,17:56:00,221
12026,SUR,19:37:00,19:40:00,334
12026,PUNE,23:10:00,00:00:00,597
12027,MAS,00:00:00,17:30:00,0
12027,KPD,19:03:00,19:05:00,130
12027,BNC,22:09:00,22:11:00,357
12027,SBC,22:30:00,00:00:00,362
12028,SBC,00:00:00,06:00:00,0
12028,BNC,06:08:00,06:09:00,5
12028,KPD,08:58:00,09:00:00,232
12028,MAS,11:00:00,00:00:00,362
12029,NDLS,00:00:00,07:20:00,0
12029,UMB,09:55:00,09:57:00,199
12029,RPJ,10:18:00,10:20:00,227
12029,LDH,11:27:00,11:30:00,312
12029,PGW,12:00:00,12:02:00,348
12029,JUC,12:23:00,12:25:00,369
12029,BEAS,12:58:00,13:00:00,406
12029,ASR,13:40:00,00:00:00,448
12030,ASR,00:00:00,16:50:00,0
12030,BEAS,17:18:00,17:20:00,43
12030,JUC,17:51:00,17:54:00,79
12030,PGW,18:13:00,18:15:00,100
12030,LDH,18:50:00,18:55:00,136
12030,RPJ,19:56:00,19:58:00,222
12030,UMB,20:30:00,20:32:00,250
12030,NDLS,23:05:00,00:00:00,448
12031,NDLS,00:00:00,07:20:00,0
12031,BHD,08:00:00,08:05:00,15
12031,UMB,09:55:00,09:57:00,199
12031,RPJ,10:18:00,10:20:00,227
12031,LDH,11:27:00,11:30:00,312
12031,PGW,12:00:00,12:02:00,348
12031,JUC,12:23:00,12:25:00,369
12031,BEAS,12:58:00,13:00:00,406
12031,ASR,13:40:00,00:00:00,448
12032,ASR,00:00:00,16:50:00,0
12032,BEAS,17:18:00,17:20:00,43
12032,JUC,17:51:00,17:54:00,79
12032,PGW,18:13:00,18:15:00,100
12032,LDH,18:50:00,18:55:00,136
12032,RPJ,19:56:00,19:58:00,222
12032,UMB,20:30:00,20:32:00,250
12032,NDLS,23:05:00,00:00:00,448
12033,CNB,00:00:00,06:00:00,0
12033,ETW,07:13:00,07:15:00,138
12033,GZB,10:33:00,10:35:00,414
12033,NDLS,11:20:00,00:00:00,437
12034,NDLS,00:00:00,15:50:00,0
12034,GZB,16:24:00,16:26:00,24
12034,ETW,19:10:00,19:12:00,299
12034,CNB,20:50:00,00:00:00,437
12035,JP,00:00:00,07:05:00,0
12035,GADJ,07:13:00,07:15:00,6
12035,BTE,09:24:00,09:26:00,188
12035,AF,10:35:00,00:00:00,241
12036,AF,00:00:00,17:40:00,0
12036,BTE,18:23:00,18:25:00,54
12036,GADJ,20:59:00,21:01:00,236
12036,JP,21:20:00,00:00:00,241
12037,NDLS,00:00:00,07:00:00,0
12037,ROK,08:17:00,08:19:00,72
12037,JIND,09:04:00,09:06:00,129
12037,TUN,09:42:00,09:44:00,188
12037,SAG,10:56:00,10:58:00,251
12037,DUI,11:17:00,11:19:00,267
12037,LDH,12:25:00,00:00:00,329
12038,LDH,00:00:00,16:40:00,0
12038,DUI,17:33:00,17:35:00,62
12038,SAG,17:48:00,17:50:00,78
12038,TUN,18:56:00,18:58:00,141
12038,JIND,19:43:00,19:44:00,201
12038,ROK,20:32:00,20:34:00,258
12038,NDLS,22:10:00,00:00:00,329
12039,KGM,00:00:00,15:35:00,0
12039,HDW,15:50:00,15:52:00,7
12039,LKU,16:21:00,16:23:00,23
12039,RUPC,16:44:00,16:46:00,45
12039,RMU,17:37:00,17:39:00,90
12039,MB,18:10:00,18:15:00,117
12039,GZB,20:20:00,20:22:00,258
12039,ANVT,20:50:00,00:00:00,271
12040,ANVT,00:00:00,06:15:00,0
12040,GZB,06:44:00,06:46:00,13
12040,MB,08:50:00,08:55:00,154
12040,RMU,09:28:00,09:30:00,182
12040,RUPC,10:08:00,10:10:00,227
12040,LKU,10:45:00,10:47:00,248
12040,HDW,11:18:00,11:20:00,264
12040,KGM,11:40:00,00:00:00,271
12041,HWH,00:00:00,14:15:00,0
12041,DKAE,15:00:00,15:01:00,15
12041,BHP,16:03:00,16:05:00,146
12041,NFK,18:30:00,18:31:00,293
12041,MLDT,19:05:00,19:10:00,328
12041,BOE,20:18:00,20:19:00,416
12041,KNE,21:04:00,21:06:00,473
12041,NJP,22:20:00,00:00:00,561
12042,NJP,00:00:00,05:35:00,0
12042,KNE,06:41:00,06:43:00,88
12042,BOE,07:26:00,07:27:00,145
12042,MLDT,08:45:00,08:50:00,233
12042,NFK,09:22:00,09:23:00,268
12042,BHP,11:32:00,11:34:00,415
12042,DKAE,12:00:00,12:01:00,546
12042,HWH,13:35:00,00:00:00,561
12043,NDLS,00:00:00,07:00:00,0
12043,ROK,08:17:00,08:19:00,72
12043,JIND,09:04:00,09:06:00,129
12043,TUN,09:42:00,09:44:00,188
12043,SAG,10:56:00,10:58:00,251
12043,LDH,12:25:00,12:50:00,329
12043,JGN,13:25:00,13:27:00,369
12043,MOGA,14:05:00,00:00:00,398
12044,MOGA,00:00:00,15:00:00,0
12044,JGN,15:24:00,15:26:00,30
12044,LDH,16:15:00,16:40:00,69
12044,SAG,17:48:00,17:50:00,147
12044,TUN,18:56:00,18:58:00,210
12044,JIND,19:42:00,19:44:00,270
12044,ROK,20:32:00,20:34:00,327
12044,NDLS,22:10:00,00:00:00,398
12045,NDLS,00:00:00,19:15:00,0
12045,UMB,21:55:00,21:57:00,199
12045,CDG,22:40:00,00:00:00,266
12046,CDG,00:00:00,12:00:00,0
12046,UMB,12:40:00,12:42:00,68
12046,NDLS,15:20:00,00:00:00,266
12047,NDLS,00:00:00,09:00:00,0
12047,ROK,10:16:00,10:18:00,72
12047,JIND,11:14:00,11:16:00,129
12047,JHL,12:16:00,12:18:00,201
12047,MSZ,12:44:00,12:46:00,246
12047,BTI,13:45:00,00:00:00,299
12048,BTI,00:00:00,16:20:00,0
12048,MSZ,16:58:00,17:00:00,53
12048,JHL,17:37:00,17:40:00,98
12048,JIND,18:38:00,18:40:00,170
12048,ROK,19:40:00,19:42:00,228
12048,NDLS,21:10:00,00:00:00,299
12051,DR,00:00:00,05:25:00,0
12051,TNA,05:47:00,05:50:00,25
12051,DIVA,06:00:00,06:01:00,34
12051,PNVL,06:36:00,06:38:00,60
12051,CHI,09:50:00,09:52:00,316
12051,RN,11:05:00,11:10:00,422
12051,KKW,13:12:00,13:14:00,578
12051,KUDL,13:50:00,13:52:00,617
12051,THVM,14:52:00,14:54:00,692
12051,MAO,16:00:00,00:00:00,757
12052,MAO,00:00:00,12:00:00,0
12052,THVM,12:52:00,12:54:00,65
12052,KUDL,13:54:00,13:56:00,140
12052,KKW,14:20:00,14:22:00,179
12052,RN,16:20:00,16:25:00,335
12052,CHI,17:48:00,17:50:00,441
12052,PNVL,21:48:00,21:50:00,697
12052,DIVA,22:01:00,22:02:00,723
12052,TNA,22:33:00,22:35:00,732
12052,DR,23:05:00,00:00:00,757
12053,HW,00:00:00,14:30:00,0
12053,RK,15:13:00,15:15:00,42
12053,SRE,16:10:00,16:15:00,76
12053,JUD,16:41:00,16:43:00,107
12053,UMB,17:35:00,17:45:00,158
12053,SIR,18:26:00,18:28:00,211
12053,LDH,19:27:00,19:32:00,271
12053,PGW,20:06:00,20:08:00,307
12053,JUC,20:30:00,20:35:00,328
12053,BEAS,21:12:00,21:14:00,364
12053,ASR,22:05:00,00:00:00,407
12054,ASR,00:00:00,06:55:00,0
12054,BEAS,07:23:00,07:25:00,43
12054,JUC,07:55:00,08:00:00,79
12054,PGW,08:21:00,08:23:00,100
12054,LDH,08:55:00,09:00:00,136
12054,SIR,10:00:00,10:02:00,196
12054,UMB,10:55:00,11:05:00,250
12054,JUD,11:41:00,11:43:00,301
12054,SRE,12:23:00,12:28:00,331
12054,RK,12:58:00,13:00:00,366
12054,HW,14:00:00,00:00:00,407
12055,NDLS,00:00:00,15:20:00,0
12055,TKJ,15:30:00,15:31:00,3
12055,ANVR,15:45:00,15:46:00,14
12055,GZB,16:00:00,16:02:00,26
12055,MTC,16:41:00,16:43:00,73
12055,MOZ,17:24:00,17:26:00,129
12055,DBD,17:43:00,17:45:00,153
12055,TPZ,18:12:00,18:14:00,180
12055,RK,18:46:00,18:48:00,212
12055,HW,19:32:00,19:37:00,253
12055,DDN,21:10:00,00:00:00,305
12056,DDN,00:00:00,05:10:00,0
12056,HW,06:18:00,06:23:00,52
12056,RK,07:00:00,07:02:00,93
12056,TPZ,07:50:00,07:52:00,125
12056,DBD,08:17:00,08:19:00,153
12056,MOZ,08:40:00,08:42:00,177
12056,MTC,09:40:00,09:42:00,232
12056,GZB,10:28:00,10:30:00,280
12056,TKJ,10:54:00,10:55:00,303
12056,NDLS,11:10:00,00:00:00,305
12057,NDLS,00:00:00,14:35:00,0
12057,SZM,14:51:00,14:53:00,4
12057,SNP,15:25:00,15:27:00,45
12057,PNP,16:13:00,16:15:00,90
12057,KUN,16:38:00,16:40:00,124
12057,KKDE,17:10:00,17:12:00,157
12057,UMB,18:07:00,18:20:00,199
12057,CDG,19:05:00,19:15:00,266
12057,SASN,19:24:00,19:26:00,278
12057,RPAR,20:22:00,20:25:00,338
12057,KART,20:50:00,20:52:00,365
12057,ANSB,21:08:00,21:10:00,373
12057,NLDM,21:35:00,21:40:00,393
12057,UHL,22:10:00,00:00:00,410
12058,UHL,00:00:00,05:00:00,0
12058,NLDM,05:24:00,05:27:00,17
12058,ANSB,05:44:00,05:46:00,37
12058,KART,05:56:00,05:58:00,45
12058,RPAR,06:26:00,06:28:00,72
12058,MRND,06:41:00,06:43:00,97
12058,SASN,07:15:00,07:17:00,133
12058,CDG,07:30:00,07:38:00,144
12058,UMB,08:30:00,08:45:00,211
12058,KKDE,09:19:00,09:21:00,253
12058,KUN,09:46:00,09:48:00,286
12058,PNP,10:16:00,10:18:00,320
12058,SNP,10:51:00,10:53:00,365
12058,SZM,11:30:00,11:32:00,406
12058,NDLS,12:00:00,00:00:00,410
12059,KOTA,00:00:00,05:55:00,0
12059,SWM,07:03:00,07:05:00,108
12059,GGC,07:48:00,07:50:00,172
12059,SMBJ,08:16:00,08:18:00,206
12059,HAN,08:28:00,08:30:00,216
12059,BXN,08:53:00,08:55:00,249
12059,BTE,09:23:00,09:25:00,291
12059,MTJ,10:15:00,10:20:00,324
12059,BVH,11:38:00,11:40:00,429
12059,NZM,12:30:00,00:00:00,458
12060,NZM,00:00:00,13:15:00,0
12060,BVH,13:40:00,13:42:00,29
12060,MTJ,15:15:00,15:20:00,134
12060,BTE,15:48:00,15:50:00,167
12060,BXN,16:17:00,16:19:00,209
12060,HAN,16:41:00,16:43:00,242
12060,SMBJ,16:52:00,16:54:00,252
12060,GGC,17:20:00,17:22:00,286
12060,SWM,18:02:00,18:07:00,350
12060,KOTA,20:00:00,00:00:00,458
12061,HBJ,00:00:00,17:40:00,0
12061,HBD,18:36:00,18:38:00,68
12061,ET,19:05:00,19:15:00,86
12061,PPI,20:08:00,20:10:00,153
12061,GAR,20:43:00,20:45:00,203
12061,KY,21:04:00,21:06:00,231
12061,NU,21:19:00,21:21:00,247
12061,SRID,21:50:00,21:52:00,278
12061,MML,22:38:00,22:40:00,328
12061,JBP,22:55:00,00:00:00,331
12062,JBP,00:00:00,06:00:00,0
12062,MML,06:06:00,06:08:00,4
12062,SRID,06:39:00,06:41:00,54
12062,NU,07:13:00,07:15:00,85
12062,KY,07:28:00,07:30:00,100
12062,GAR,07:49:00,07:51:00,129
12062,PPI,08:23:00,08:25:00,178
12062,ET,09:35:00,09:45:00,246
12062,HBD,10:03:00,10:05:00,263
12062,HBJ,11:35:00,00:00:00,331
12063,HW,00:00:00,14:30:00,0
12063,RK,15:13:00,15:15:00,42
12063,SRE,16:10:00,16:15:00,76
12063,JUD,16:41:00,16:43:00,107
12063,UMB,17:35:00,18:20:00,158
12063,CDG,19:05:00,19:15:00,225
12063,SASN,19:24:00,19:26:00,236
12063,RPAR,20:22:00,20:25:00,296
12063,ANSB,21:08:00,21:10:00,332
12063,NLDM,21:35:00,21:40:00,352
12063,UHL,22:10:00,00:00:00,368
12064,UHL,00:00:00,05:00:00,0
12064,NLDM,05:24:00,05:27:00,17
12064,ANSB,05:44:00,05:46:00,37
12064,RPAR,06:26:00,06:28:00,72
12064,SASN,07:15:00,07:17:00,133
12064,CDG,07:30:00,07:38:00,144
12064,UMB,08:30:00,11:05:00,211
12064,JUD,11:41:00,11:43:00,262
12064,SRE,12:23:00,12:28:00,292
12064,RK,12:58:00,13:00:00,327
12064,HW,14:00:00,00:00:00,368
12065,AII,00:00:00,05:45:00,0
12065,KSG,06:12:00,06:14:00,29
12065,FL,06:53:00,06:55:00,80
12065,RGS,07:59:00,08:01:00,147
12065,NMK,08:37:00,08:39:00,194
12065,NNL,09:18:00,09:20:00,244
12065,RE,10:08:00,10:10:00,295
12065,GGN,10:45:00,10:47:00,347
12065,DEC,11:03:00,11:05:00,364
12065,PTNR,11:20:00,11:40:00,370
12065,NZM,12:35:00,00:00:00,386
12066,NZM,00:00:00,15:10:00,0
12066,DEC,16:19:00,16:21:00,23
12066,GGN,16:36:00,16:38:00,40
12066,RE,17:30:00,17:32:00,91
12066,NNL,18:15:00,18:17:00,143
12066,NMK,18:59:00,19:01:00,193
12066,RGS,19:48:00,19:50:00,239
12066,FL,20:45:00,20:47:00,306
12066,KSG,21:24:00,21:26:00,357
12066,AII,22:05:00,00:00:00,386
12067,GHY,00:00:00,06:30:00,0
12067,CPK,07:46:00,07:48:00,92
12067,HJI,08:25:00,08:27:00,136
12067,LKA,08:40:00,08:41:00,151
12067,LMG,09:25:00,09:30:00,181
12067,DPU,10:01:00,10:03:00,213
12067,DMV,10:37:00,10:42:00,250
12067,BXJ,10:58:00,10:59:00,264
12067,FKG,12:00:00,12:02:00,320
12067,MXN,12:35:00,12:45:00,358
12067,JTTN,13:20:00,00:00:00,376
12068,JTTN,00:00:00,14:10:00,0
12068,MXN,14:40:00,14:50:00,18
12068,FKG,15:25:00,15:27:00,57
12068,BXJ,16:12:00,16:13:00,112
12068,DMV,16:30:00,16:35:00,127
12068,DPU,17:12:00,17:14:00,164
12068,LMG,18:00:00,18:05:00,195
12068,LKA,18:45:00,18:46:00,226
